# Methods executed in the second release, but not in the first
14
Name;Average
org.apache.wicket.Session.newPageAccessSynchronizer(org.apache.wicket.util.time.Duration);4.515384615384615
org.apache.wicket.markup.head.AbstractJavaScriptReferenceHeaderItem.isAsync();0.0
org.apache.wicket.markup.head.AbstractJavaScriptReferenceHeaderItem.isDefer();0.0
org.apache.wicket.core.request.mapper.MapperUtils.getPageComponentInfo(org.apache.wicket.request.Url);0.11960784313725491
org.apache.wicket.Session$PageAccessSynchronizerProvider(org.apache.wicket.Session,org.apache.wicket.Session.PageAccessSynchronizerProvider);0.0
org.apache.wicket.markup.head.AbstractJavaScriptReferenceHeaderItem.getCharset();0.0
org.apache.wicket.markup.html.form.JavaScriptReservedNames.isNameReserved(java.lang.String);0.0
org.apache.wicket.Session$PageAccessSynchronizerProvider(org.apache.wicket.Session);0.0
org.apache.wicket.page.PageAccessSynchronizer.getTimeout(int);0.0
org.apache.wicket.core.request.mapper.MapperUtils.parsePageComponentInfoParameter(org.apache.wicket.request.Url.QueryParameter);0.16666666666666666
org.apache.wicket.markup.head.JavaScriptHeaderItem.internalRenderJavaScriptReference(org.apache.wicket.request.Response,java.lang.String,java.lang.String,boolean,java.lang.String,java.lang.String,boolean);0.8962962962962963
org.apache.wicket.markup.head.AbstractJavaScriptReferenceHeaderItem(java.lang.String,boolean,java.lang.String);0.0
org.apache.wicket.core.util.string.JavaScriptUtils.writeJavaScriptUrl(org.apache.wicket.request.Response,java.lang.CharSequence,java.lang.String,boolean,java.lang.String,boolean);0.05740740740740741
org.apache.wicket.request.Url.getFragment();0.0
