# Common members from the execution of scenario Entry point for AsyncServletIOTest.testBigRead | Test = UTest, Value = 0.05
Name;P-Value (TTest);P-Value (UTest);AVG R1;AVG R2;N1;N2;Delta;Variation
org.eclipse.jetty.servlet.DefaultServletRangesTest.assertResponseContains(java.lang.String,java.lang.String);NaN;1.0;0.0;0.0;150;150;0.0;0
org.eclipse.jetty.server.AbstractConnector.getIdleTimeout();NaN;1.0;0.0;0.0;30;30;0.0;0
# Common members from the execution of scenario Entry point for DefaultServletTest.testRangeRequests | Test = UTest, Value = 0.05
Name;P-Value (TTest);P-Value (UTest);AVG R1;AVG R2;N1;N2;Delta;Variation
Entry point for DefaultServletTest.testRangeRequests;0.0090541969571797;0.34028846509891675;28.7;32.233333333333334;30;30;3.533333333333335;0
133
Name;P-Value (TTest);P-Value (UTest);AVG R1;AVG R2;N1;N2;Delta;Variation
org.eclipse.jetty.util.ArrayUtil.addToArray(java.lang.Object[],java.lang.Object,java.lang.Class);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.LocalConnector.getResponses(java.lang.String);0.3919531460165575;0.580085485591607;2.7259259259259254;3.177777777777778;270;270;0.4518518518518526;0
org.eclipse.jetty.io.FillInterest.fillable();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler,java.net.InetSocketAddress,java.net.InetSocketAddress);0.3182091907828287;0.9406390526317652;0.0;0.05555555555555569;270;270;0.05555555555555569;0
org.eclipse.jetty.util.component.AbstractLifeCycle();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.ArrayTernaryTrie(boolean);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.io.AbstractEndPoint$1(org.eclipse.jetty.io.AbstractEndPoint);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.server.LocalConnector.getResponses(java.lang.String,long,java.util.concurrent.TimeUnit);0.3919531460165575;0.580085485591607;2.7259259259259254;3.177777777777778;270;270;0.4518518518518526;0
org.eclipse.jetty.servlet.Holder.setInitParameter(java.lang.String,java.lang.String);NaN;1.0;0.0;0.0;180;180;0.0;0
org.eclipse.jetty.servlet.ServletMapping.isDefault();NaN;1.0;0.0;0.0;44;43;0.0;0
org.eclipse.jetty.servlet.ServletMapping.setServletName(java.lang.String);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.invalidateChainsCache();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.http.PathMap$MappedEntry(java.lang.String,java.lang.Object);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle$Bean.access$3(org.eclipse.jetty.util.component.ContainerLifeCycle.Bean,org.eclipse.jetty.util.component.ContainerLifeCycle.Managed);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.io.FillInterest.onClose();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.servlet.ServletHolder.compareTo(org.eclipse.jetty.servlet.ServletHolder);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletMapping.setPathSpec(java.lang.String);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.AbstractLifeCycle.isRunning();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.BaseHolder.Source);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.http.PathMap(int);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.IdleTimeout.getIdleTimeout();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.io.IdleTimeout$1.run();0.5309565483938001;0.9402001631199867;0.05555555555555569;0.1185185185185184;270;270;0.0629629629629627;0
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.BaseHolder.Source);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.LocalConnector$LocalEndPoint.close();0.47379981405855265;0.8813885894751463;0.17037037037037017;0.2851851851851856;270;270;0.11481481481481542;0
org.eclipse.jetty.io.ByteArrayEndPoint.takeOutput();0.332633900519262;0.8820414973030665;0.17037037037037023;0.0592592592592592;270;270;-0.11111111111111102;0
org.eclipse.jetty.util.component.AbstractLifeCycle.start();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.util.component.AbstractLifeCycle.isStarting();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.ByteArrayEndPoint(org.eclipse.jetty.util.thread.Scheduler,long,java.nio.ByteBuffer,java.nio.ByteBuffer);0.5309565483938001;0.9402001631199867;0.05555555555555569;0.1185185185185184;270;270;0.0629629629629627;0
org.eclipse.jetty.util.component.ContainerLifeCycle$Bean(java.lang.Object);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.io.IdleTimeout.onClose();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.io.WriteFlusher.completeWrite();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.servlet.ServletHandler.getIdentityService();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.setServlets(org.eclipse.jetty.servlet.ServletHolder[]);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.DefaultServletTest.testRangeRequests();0.0090541969571797;0.34028846509891675;28.7;32.233333333333334;30;30;3.533333333333335;0
org.eclipse.jetty.servlet.ServletContextHandler.addServlet(java.lang.Class,java.lang.String);0.32558198801619376;0.8244957516547711;0.0;0.5;30;30;0.5;0
org.eclipse.jetty.util.thread.ScheduledExecutorScheduler.access$0(org.eclipse.jetty.util.thread.ScheduledExecutorScheduler);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.getServlets();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.unmanage(org.eclipse.jetty.util.component.ContainerLifeCycle.Bean);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.Holder.getName();NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.servlet.ServletHolder$Config(org.eclipse.jetty.servlet.ServletHolder);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$BaseHolder$Source();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHolder.hashCode();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.MultiException();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.AbstractLifeCycle.setStarted();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.getBeans(java.lang.Class);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.BaseHolder.doStart();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.thread.ScheduledExecutorScheduler.access$2(org.eclipse.jetty.util.thread.ScheduledExecutorScheduler);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.IdleTimeout.getIdleTimestamp();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.util.BufferUtil.allocate(int);NaN;1.0;0.0;0.0;540;540;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.updateBeans(java.lang.Object[],java.lang.Object[]);0.321394279769444;0.8748829885276901;0.0;0.25;60;60;0.25;0
org.eclipse.jetty.util.Loader.loadClass(java.lang.Class,java.lang.String);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.LocalConnector$LocalEndPoint.onClose();0.4025304408338173;0.881170971422243;0.11111111111111131;0.22592592592592642;270;270;0.1148148148148151;0
org.eclipse.jetty.util.log.StdErrLog.isDebugEnabled();NaN;1.0;0.0;0.0;1290;1290;0.0;0
org.eclipse.jetty.servlet.DefaultServletTest.createFile(java.io.File,java.lang.String);1.0;1.0;0.5166666666666664;0.5166666666666665;60;60;1.1102230246251565E-16;0
org.eclipse.jetty.io.IdleTimeout.access$0(org.eclipse.jetty.io.IdleTimeout,long);0.5309565483938001;0.9402001631199867;0.05555555555555569;0.1185185185185184;270;270;0.0629629629629627;0
org.eclipse.jetty.server.AbstractConnector.getScheduler();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle$Bean.access$0(org.eclipse.jetty.util.component.ContainerLifeCycle.Bean);NaN;1.0;0.0;0.0;330;330;0.0;0
org.eclipse.jetty.util.AbstractTrie(boolean);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.Holder.setClassName(java.lang.String);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.contains(java.lang.Object);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.BaseHolder.Source);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.WriteFlusher.onClose();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.util.thread.ScheduledExecutorScheduler.schedule(java.lang.Runnable,long,java.util.concurrent.TimeUnit);0.9636491866618372;0.9997799414299205;0.05555555555555569;0.05925925925925925;270;270;0.0037037037037035564;0
org.eclipse.jetty.io.IdleTimeout.deactivate();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.io.AbstractEndPoint.close();0.4025304408338173;0.881170971422243;0.11111111111111131;0.22592592592592642;270;270;0.1148148148148151;0
org.eclipse.jetty.server.LocalConnector$LocalEndPoint(org.eclipse.jetty.server.LocalConnector);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.io.AbstractEndPoint.getWriteFlusher();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.io.ByteArrayEndPoint.setInput(java.nio.ByteBuffer);0.3182091907828293;0.9406390526317652;0.05925925925925936;0.0;270;270;-0.05925925925925936;0
org.eclipse.jetty.io.ByteArrayEndPoint.isOpen();NaN;1.0;0.0;0.0;1694;1620;0.0;0
org.eclipse.jetty.io.WriteFlusher$State.getType();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle$Bean.access$1(org.eclipse.jetty.util.component.ContainerLifeCycle.Bean);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.io.IdleTimeout.setIdleTimeout(long);0.5309565483938001;0.9402001631199867;0.05555555555555569;0.1185185185185184;270;270;0.0629629629629627;0
org.eclipse.jetty.servlet.ServletHolder.doStart();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.LocalConnector.executeRequest(java.nio.ByteBuffer);0.7338663808731574;0.9404196056140407;0.23333333333333353;0.29259259259259307;270;270;0.05925925925925954;0
org.eclipse.jetty.servlet.BaseHolder.setClassName(java.lang.String);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.IdleTimeout(org.eclipse.jetty.util.thread.Scheduler);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.io.WriteFlusher(org.eclipse.jetty.io.EndPoint);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.servlet.ServletMapping.getPathSpecs();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.Holder$HolderConfig(org.eclipse.jetty.servlet.Holder);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.addServletWithMapping(org.eclipse.jetty.servlet.ServletHolder,java.lang.String);0.32558198801619376;0.8244957516547711;0.0;0.5;30;30;0.5;0
org.eclipse.jetty.util.thread.ScheduledExecutorScheduler$ScheduledFutureTask(org.eclipse.jetty.util.thread.ScheduledExecutorScheduler,java.util.concurrent.ScheduledFuture);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.util.IO.close(java.io.OutputStream);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.util.component.AbstractLifeCycle.setStarting();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.BaseHolder.Source);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.AbstractEndPoint.getFillInterest();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.io.IdleTimeout.activate();0.5309565483938001;0.9402001631199867;0.05555555555555569;0.1185185185185184;270;270;0.0629629629629627;0
org.eclipse.jetty.server.LocalConnector.getResponses(java.nio.ByteBuffer,long,java.util.concurrent.TimeUnit);0.5244026000853773;0.6924733207991536;2.7259259259259254;3.059259259259259;270;270;0.3333333333333335;0
org.eclipse.jetty.util.ArrayTernaryTrie(boolean,int);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.io.IdleTimeout.scheduleIdleTimeout(long);0.9636491866618372;0.9997799414299205;0.05555555555555569;0.05925925925925925;270;270;0.0037037037037035564;0
org.eclipse.jetty.servlet.ServletMapping();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.BaseHolder.initialize();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletHandler.updateMappings();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.updateNameMappings();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.AbstractEndPoint$2(org.eclipse.jetty.io.AbstractEndPoint,org.eclipse.jetty.io.EndPoint);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.$SWITCH_TABLE$org$eclipse$jetty$util$component$ContainerLifeCycle$Managed();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletHolder.initialize();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.addBean(java.lang.Object);0.321394279769444;0.8748829885276901;0.0;0.25;60;60;0.25;0
org.eclipse.jetty.io.FillInterest();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.http.PathMap.put(java.lang.String,java.lang.Object);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.AbstractEndPoint.onClose();0.6371259947091816;0.9402001631199867;0.11111111111111131;0.17037037037037;270;270;0.05925925925925869;0
org.eclipse.jetty.util.MultiException.ifExceptionThrow();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.setServletMappings(org.eclipse.jetty.servlet.ServletMapping[]);0.32558198801619376;0.8244957516547711;0.0;0.5;30;30;0.5;0
org.eclipse.jetty.util.thread.ScheduledExecutorScheduler.access$1(org.eclipse.jetty.util.thread.ScheduledExecutorScheduler);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.BaseHolder.setServletHandler(org.eclipse.jetty.servlet.ServletHandler);NaN;1.0;0.0;0.0;120;120;0.0;0
org.eclipse.jetty.http.PathMap$MappedEntry.getKey();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.addServletWithMapping(java.lang.String,java.lang.String);0.32558198801619376;0.8244957516547711;0.0;0.5;30;30;0.5;0
org.eclipse.jetty.io.ByteArrayEndPoint.setGrowOutput(boolean);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.server.LocalConnector$LocalEndPoint.waitUntilClosedOrIdleFor(long,java.util.concurrent.TimeUnit);0.40878909153148346;0.641534307220257;1.9777777777777787;2.3629629629629627;270;270;0.38518518518518396;0
org.eclipse.jetty.util.component.ContainerLifeCycle$Bean(java.lang.Object,org.eclipse.jetty.util.component.ContainerLifeCycle.Bean);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletHandler.initialize();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.ByteArrayEndPoint.isOutputShutdown();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.servlet.DefaultServletTest.assertResponseContains(java.lang.String,java.lang.String);1.0;1.0;0.013008130081300879;0.013008130081300827;1230;1230;-5.204170427930421E-17;0
org.eclipse.jetty.util.component.AbstractLifeCycle.isStarted();NaN;1.0;0.0;0.0;480;480;0.0;0
org.eclipse.jetty.io.IdleTimeout$1(org.eclipse.jetty.io.IdleTimeout);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.util.BufferUtil.toString(java.nio.ByteBuffer,java.nio.charset.Charset);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.io.ByteArrayEndPoint.close();0.4025304408338173;0.881170971422243;0.11111111111111131;0.22592592592592642;270;270;0.1148148148148151;0
org.eclipse.jetty.util.BufferUtil.toBuffer(java.lang.String,java.nio.charset.Charset);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.server.AbstractConnector.onEndPointClosed(org.eclipse.jetty.io.EndPoint);0.3182091907828293;0.9406390526317652;0.0;0.05555555555555569;270;270;0.05555555555555569;0
org.eclipse.jetty.servlet.ServletHolder.checkInitOnStartup();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHolder.checkServletType();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.thread.ScheduledExecutorScheduler$1.newThread(java.lang.Runnable);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletContextHandler.getServletHandler();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.IdleTimeout.checkIdleTimeout();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.util.BufferUtil.hasContent(java.nio.ByteBuffer);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.io.ByteArrayEndPoint.getOutput();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.http.PathMap();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletMapping.getServletName();NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.io.ByteArrayEndPoint(org.eclipse.jetty.util.thread.Scheduler,long);NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.servlet.ServletHolder.isEnabled();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletHandler.getServletMappings();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.addBean(java.lang.Object,org.eclipse.jetty.util.component.ContainerLifeCycle.Managed);0.321394279769444;0.8748829885276901;0.0;0.25;60;60;0.25;0
org.eclipse.jetty.server.AbstractConnector.getIdleTimeout();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.http.PathMap(int,boolean);NaN;1.0;0.0;0.0;30;30;0.0;0
# Common members from the execution of scenario Entry point for DefaultServletTest.testWelcomeServlet | Test = UTest, Value = 0.05
Name;P-Value (TTest);P-Value (UTest);AVG R1;AVG R2;N1;N2;Delta;Variation
Entry point for DefaultServletTest.testWelcomeServlet;1.6384808989926694E-15;2.0337964645733564E-9;252.63333333333333;276.7;30;30;24.066666666666663;1
168
Name;P-Value (TTest);P-Value (UTest);AVG R1;AVG R2;N1;N2;Delta;Variation
org.eclipse.jetty.util.ArrayUtil.addToArray(java.lang.Object[],java.lang.Object,java.lang.Class);NaN;1.0;0.0;0.0;120;120;0.0;0
org.eclipse.jetty.io.WriteFlusher$CompletingState();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.IO$NullOS(org.eclipse.jetty.util.IO.NullOS);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.LocalConnector.getResponses(java.lang.String);0.6034934368909182;0.05002569098373755;72.28888888888889;79.4;90;90;7.111111111111114;0
org.eclipse.jetty.util.AbstractTrie.isCaseInsensitive();NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.io.FillInterest.fillable();NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler,java.net.InetSocketAddress,java.net.InetSocketAddress);0.43359029988405107;0.6845563102025616;4.155555555555556;3.3666666666666663;90;90;-0.7888888888888896;0
org.eclipse.jetty.util.component.AbstractLifeCycle();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.util.ArrayTernaryTrie(boolean);NaN;1.0;0.0;0.0;120;120;0.0;0
org.eclipse.jetty.io.AbstractEndPoint$1(org.eclipse.jetty.io.AbstractEndPoint);NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.server.LocalConnector.getResponses(java.lang.String,long,java.util.concurrent.TimeUnit);0.6034934368909182;0.05002569098373755;72.28888888888889;79.4;90;90;7.111111111111114;0
org.eclipse.jetty.servlet.Holder.setInitParameter(java.lang.String,java.lang.String);NaN;1.0;0.0;0.0;150;150;0.0;0
org.eclipse.jetty.util.log.StdErrLog.condensePackageString(java.lang.String);NaN;1.0;0.0;0.0;180;180;0.0;0
